Tempo_s,Temperatura_C,Setpoint_C,PWM_aplicado,Parametro_a1,Parametro_b0,P11,P22
711.8168367,39.93,40,52,0.984613200688868,0.0108688556003879,0.000117786615066395,4.02119716767484e-05
721.8170233,39.44,40,52,0.984093328261026,0.0108277535330999,0.000121759582662854,4.18816272233402e-05
731.8172157,38.95,40,54,0.983575130023967,0.0108165040706844,0.000125765786972192,4.36261921244339e-05
741.8426513,38.95,40,56,0.983632432910947,0.010809159392826,0.000129303561337233,4.54159815030884e-05
751.8430138,37.98,40,61,0.982308727978525,0.0110769868667219,0.000132405460158352,4.72147397796438e-05
761.8433252,37.98,40,66,0.982438420376112,0.0110548357989151,0.000136018980456694,4.91264961366975e-05
771.8666151,37.98,40,71,0.982522957415945,0.0110455302219225,0.000140170491306622,5.11550648585188e-05
781.8668575,37.98,40,74,0.982570740278389,0.0110441451112491,0.000144850195597365,5.32855505523473e-05
791.8671061,38.95,40,73,0.983203182401249,0.011270235616132,0.000150432149796547,5.54478293189032e-05
801.8922673,38.95,40,72,0.983168221109062,0.0112316030558267,0.000156540953765083,5.75637622395966e-05
812.0862623,39.44,40,70,0.983153680053387,0.0114795890660349,0.000163061659317303,5.94287868378948e-05
822.0928702,39.93,40,65,0.983083879904528,0.0117342626455772,0.000169800577723096,6.11685811009836e-05
832.1165383,38.95,40,66,0.983143725667088,0.0108980276124082,0.000176872804041984,6.31710121551618e-05
842.1169589,38.95,40,67,0.983159900208322,0.0108025061006762,0.000184225745595986,6.52186483954798e-05
852.1422985,39.44,40,66,0.983189563828585,0.0110408394592767,0.000191895747738827,6.75442128127016e-05
862.1426131,39.44,40,65,0.983151461071028,0.0110287309438427,0.000199384055907623,7.03073190475421e-05
872.1428477,39.44,40,64,0.983114344059747,0.0110102739853675,0.000207333726103066,7.31482677314494e-05
882.1669214,39.93,40,61,0.983310567704877,0.011162209321419,0.000215742709924883,7.60582661594354e-05
892.192435,39.44,40,61,0.982922351240435,0.0110346082307253,0.000224230499416773,7.91731825505528e-05
902.1926735,38.95,40,63,0.982544992290727,0.0109227621302602,0.000233051864205678,8.24262459860119e-05
912.1930533,38.95,40,65,0.982531120285366,0.0109190975419849,0.000242217485780801,8.58226480983135e-05
922.2167081,38.95,40,66,0.98254735376267,0.0109181441809517,0.00025097641696571,8.93939926676098e-05
932.216932,39.44,40,65,0.98311732323486,0.0108846709654061,0.000260100345801746,9.31141434061227e-05
942.2171738,38.95,40,67,0.982626400831979,0.0108604798416155,0.000269971249495922,9.69915522468089e-05
952.217414,38.95,40,68,0.982611126310416,0.0108512301764781,0.000280935317705191,0.000100928453606412
962.2427031,38.95,40,70,0.982597063040318,0.0108350274644482,0.000292504476850658,0.000104952643085135
972.2668052,38.95,40,71,0.982583097354133,0.0108267946453704,0.000304401122687789,0.000109224529097959
982.2670193,39.44,40,70,0.982662547872134,0.011060956665894,0.00031705091234142,0.000113483771239302
992.2926333,39.44,40,69,0.982652122928259,0.011023288271497,0.000330237050350026,0.000117894785701086
1002.2929647,38.95,50,109,0.982781868480322,0.0105717194117954,0.000343944011869927,0.000122166085369389
1012.3165526,39.44,50,142,0.982541779844775,0.0109787898572567,0.000357915033531545,0.000126221499652482
1022.3168808,40.42,50,167,0.982357812276522,0.011664649609447,0.000372784399023993,0.000130872489623459
1032.3335438,40.91,50,185,0.982506075345413,0.0118321762330131,0.000388172084963314,0.000136140386429404
1042.343114,42.38,50,192,0.97653159517102,0.0159679213319032,0.00034657400077117,0.000114129205475631
1052.3433503,43.84,50,192,0.975056303978894,0.0169263329839919,0.000258616101170378,7.56688251864776e-05
1062.3435727,45.8,50,184,0.973544890526617,0.0178786198104091,0.000194272549857883,4.90008394271929e-05
1072.3669284,46.77,50,175,0.979471873908066,0.0142094536564109,0.000158945835937371,3.44018562374637e-05
1082.3924098,48.24,50,162,0.98069774299672,0.0134556890087296,0.000141647139568106,2.67910566136232e-05
1092.3935483,49.71,50,145,0.981271207229599,0.0130963444073234,0.000134760614252414,2.2885904285682e-05
1102.4165841,50.68,50,129,0.98239811157724,0.0123374908646019,0.000134503500577529,2.11766859486871e-05
1112.4169798,51.66,50,111,0.982830042198684,0.0120090413094095,0.000137522162042809,2.05639167367807e-05
1122.4171351,51.66,50,97,0.98357235763803,0.011177568382408,0.000142711156465887,2.07418661680282e-05
1132.4173106,51.66,50,86,0.98346299764929,0.0108531366178463,0.000148635923189155,2.14166131462933e-05
1142.4425029,52.64,50,72,0.983877247268215,0.0108861347977302,0.000153861923509957,2.23028350365464e-05
1152.4670129,52.15,50,64,0.982156668995968,0.011199203714882,0.000155883773891166,2.30868073686969e-05
1162.4672541,51.66,50,59,0.980459044019107,0.0116126263337079,0.000154908405282447,2.36057042204429e-05
1172.4924712,50.2,50,65,0.976077606666961,0.0128179743283851,0.000151376895675774,2.38335143624755e-05
1182.4929728,51.17,50,63,0.980289086863956,0.0115439454238502,0.000145088699229668,2.36739027572577e-05
1192.4987561,49.22,50,73,0.974151744090764,0.013506379242699,0.000136106049451756,2.31238215432347e-05
1202.5138199,49.22,50,81,0.975772083863058,0.0129807844263725,0.000128831514310713,2.27252020571723e-05
1212.5169746,48.73,50,89,0.975353696314193,0.0131111692556108,0.000124602920127563,2.27400920777885e-05
1222.5172093,48.73,50,95,0.976428089754547,0.0127726953441073,0.000120846200892634,2.27994704664219e-05
1232.5434381,48.24,50,103,0.975792354837257,0.0129525083473809,0.000120111924458779,2.32878855419223e-05
1242.5667971,47.75,50,111,0.975105291282043,0.0131161151088253,0.000121500214440329,2.40531536335497e-05
1252.5681616,47.75,50,118,0.975134916566567,0.0131113590127262,0.000124550893407726,2.50035161363177e-05
1262.5928347,47.26,50,126,0.974546811209531,0.0131508456162122,0.000128536496814938,2.6039901532117e-05
1272.5981176,48.24,50,129,0.975027816260303,0.0132848195223512,0.000133539466702011,2.70975341495982e-05
1282.6109939,48.73,50,128,0.97508593324817,0.0133554878072105,0.000139030306572587,2.81182118726519e-05
1292.6171737,48.24,50,131,0.97514813944539,0.0129442749802431,0.000144817603017823,2.90436508892825e-05
1302.6431163,50.2,50,124,0.974211661398291,0.0140558392900764,0.000150451113972783,2.96894679252192e-05
1312.6670627,50.2,50,119,0.974467610770731,0.0137043260341395,0.000156460075597826,3.04364427721975e-05
1322.6925987,50.2,50,115,0.974665956458,0.0134048935163637,0.000162791715313241,3.12772388402978e-05
1332.693979,50.2,50,112,0.974959704892963,0.0130608186781855,0.000169182185962769,3.20419223940778e-05
1342.7168532,50.2,50,110,0.975002718693204,0.0128870361595367,0.000176216569709234,3.31342160791826e-05
1352.7171438,50.2,50,108,0.974935682227174,0.0128004332658134,0.000183498083629659,3.44132644126725e-05
1362.7426692,49.22,50,111,0.974293102075376,0.0125952521839232,0.000190839898815719,3.58161615809106e-05
1372.7428855,50.2,50,109,0.974780804125088,0.0127127722092467,0.000198434198229205,3.72877513543523e-05
1382.7433052,49.22,50,112,0.973738078989134,0.0127283863384983,0.000205781742578549,3.88412012454592e-05
1392.7669958,49.71,50,112,0.974106491835039,0.0127251200010941,0.000213503239283868,4.04595176004887e-05
1402.792681,50.2,50,110,0.974375446617523,0.0127504553290694,0.000221830025523171,4.21402802018488e-05
1412.7929034,49.71,50,111,0.973766421403336,0.0127860131047451,0.000229970142109556,4.38923660067882e-05
1422.7945316,49.71,50,112,0.973686910068331,0.0127708460713622,0.000239148297366567,4.57065167474671e-05
1432.8102746,49.22,50,115,0.973308018520408,0.0126985713352446,0.000248712294862684,4.75963815123808e-05
1442.8167918,48.73,50,120,0.972904254378861,0.0126561599116597,0.000258556678728081,4.95738418294552e-05
1452.8219249,49.22,50,122,0.973093814668582,0.0127278158207005,0.00026910171620425,5.16068165916324e-05
1462.8431514,49.22,50,123,0.973044856907152,0.0127104184239833,0.000280069684684356,5.3726212796114e-05
1472.8456027,49.71,50,123,0.973089925474511,0.0128281412851577,0.000291722392365768,5.58497523981808e-05
1482.8665743,50.68,50,118,0.972824178780105,0.0132472282979956,0.000303751793441308,5.7864215228154e-05
1492.87112,50.68,50,114,0.97289720072087,0.0131203446974055,0.00031630983795388,5.99784881265602e-05
1502.8776583,50.68,50,111,0.973001710706792,0.0129798056410735,0.000329290215747737,6.21173739910983e-05
1512.8842873,50.68,50,109,0.973100030476459,0.0128475908337916,0.000342815432995324,6.43525960353213e-05
1522.8929031,51.17,50,104,0.973198336672312,0.0129339900157203,0.000357010450215405,6.69652397451403e-05
1532.9174431,52.15,50,96,0.974131913214894,0.012859280760929,0.000370699509926293,6.97478605593464e-05
1542.9426999,51.17,50,95,0.972140541787057,0.0133294363738192,0.000382423354157692,7.24465532719636e-05
1552.967139,50.2,50,100,0.970325750216335,0.0137550066266682,0.000394884765517052,7.52741828280059e-05
1562.967282,50.2,50,103,0.970459496160231,0.0137174963159463,0.00040596594999342,7.79880317494961e-05
1572.9928151,49.71,50,109,0.969301558295405,0.0141160670015318,0.000409269615452357,7.96248507908786e-05
1582.9930001,50.2,50,110,0.971650610697998,0.0133067240563052,0.000413450768369055,8.14145742777416e-05
1592.9931725,51.17,50,104,0.974574289743531,0.012382597010144,0.000422697282092672,8.4009515454465e-05
1602.9988239,50.2,50,105,0.972139237962699,0.0131267172269342,0.000433305405002895,8.68558297726652e-05
1613.0170757,50.68,50,103,0.972593613790824,0.0130899431932454,0.000450285079717279,9.04677831074036e-05
1623.0216057,50.2,50,104,0.97204681532799,0.0131358616560827,0.000467939034230733,9.42294608510333e-05
1633.0244893,50.68,50,103,0.973097807105394,0.0128513945924173,0.000483112068177053,9.78388820974678e-05
1643.0416132,49.71,50,106,0.971148468278589,0.0133788009371311,0.000498886121523481,0.000101596667445819
1653.042834,49.71,50,110,0.971260325035176,0.0133485599351822,0.000515530354785817,0.000105527065888329
1663.0432597,50.2,50,109,0.972192032956021,0.0131196746034711,0.000533788315222697,0.000109729551256391
1673.0668098,50.2,50,109,0.972292194270703,0.0130904660877548,0.000550754904053555,0.00011385306912534
1683.0669621,50.68,50,106,0.973017520431543,0.0129396068611701,0.000571351748072609,0.000118495232975327
1693.0671371,49.71,50,108,0.972250652301489,0.0128999122224898,0.000594574703090212,0.000123430971328363
1703.0673164,49.71,50,110,0.972238981824948,0.0128952648181151,0.000619149037441946,0.000128542274398151
1713.0675033,49.22,50,114,0.97201353969364,0.0128054894997252,0.000644747606129918,0.000133866596595473
1723.0928288,49.22,50,117,0.972033483756513,0.0128037722955497,0.000670587971771543,0.00013943677927216
1733.1168652,49.71,50,117,0.972220979391169,0.0128973666741729,0.000698372627985814,0.000145207645732043
1743.1427123,49.71,50,118,0.972217185586233,0.0128849142093174,0.000727460989808497,0.000151144866584245
1753.1430944,50.2,50,116,0.971733143718093,0.0132581852153059,0.000756253715745765,0.000156539758130076
1763.1665396,50.2,50,115,0.971975592329979,0.0130972059583037,0.000784223001228678,0.000161501037648983
1773.1668228,50.68,50,112,0.971332291386729,0.0135243402160244,0.000813432103339075,0.000166701850219778
1783.1670002,49.71,50,113,0.973302630084527,0.0122062387721605,0.000844026081900685,0.000172171368921693
1793.192656,50.68,50,110,0.971700507611463,0.0132598663512658,0.000875720483578085,0.000177842962668441
1803.1929376,50.68,50,108,0.971752669459622,0.0132022062245888,0.000911862622071135,0.000184830036687178
1813.216823,50.2,50,108,0.97141319406429,0.0131593442477447,0.000949423988456873,0.000192524387010632
1823.2170248,50.68,50,107,0.971312596167842,0.0133632226171538,0.000988925667184665,0.000200309429278439
1833.2172421,49.71,50,111,0.969773925893764,0.013694305341276,0.00102758893010237,0.000208537961888799
1843.2428455,50.68,50,109,0.971245800868489,0.0133890759006607,0.00106811796847558,0.000217128685816508
1853.2670398,49.71,50,113,0.968842563953536,0.0141248784465448,0.00110604954386199,0.000225559523189353
1863.2672027,49.22,50,120,0.967970369571597,0.0143563442680501,0.00114826095960147,0.000234684998714708
1873.2673502,49.71,50,123,0.967641088285914,0.0146774872754954,0.00119559964135181,0.000243982695006796
1883.2675006,50.68,50,120,0.968583049603747,0.0146072302297513,0.00124445137484215,0.000254143272735453
1893.2730204,49.71,50,123,0.96865002514605,0.0141938611478341,0.00129629908761811,0.000264563906612928
1903.2927919,50.2,50,124,0.966841715403358,0.0151383190347548,0.00132086093871854,0.000267553735119698
1913.2931649,51.17,50,125,0.962114894911855,0.0175517095192042,0.00133533205206937,0.000268127160531044
1923.3170667,51.17,50,125,0.962617484222956,0.0172635102436653,0.00138147896596588,0.000276177984353993
1933.3428455,52.64,50,126,0.956673809600823,0.0203920143876461,0.00141524510397682,0.000281092781221954
1943.3667332,51.66,50,126,0.960618530424996,0.0181657227048822,0.00146328444332236,0.000289323850615512
1953.3671384,51.66,50,124,0.961834477755297,0.0175371407809849,0.00149587597342212,0.000293795225266783
1963.392441,52.15,50,122,0.960483621902739,0.0182354634381831,0.00153133172943189,0.000298855429553038
1973.4176429,52.15,50,118,0.961623963181298,0.0176438626613681,0.00157038975495975,0.000304647060678878
1983.4428015,52.64,50,115,0.960362776576677,0.0182981571160468,0.00161224149377689,0.000310993913444829
1993.4430185,52.15,50,112,0.962028289506292,0.0173185467345187,0.00167295947138997,0.000321717601507702
2003.4432728,52.64,35,46,0.9613767668977,0.0177340908429258,0.00173917911761961,0.000333704009127693
2013.4669208,52.15,35,9,0.960248404714705,0.0180314848213943,0.00180723311988272,0.000347301876663065
2023.4670754,51.66,35,0,0.958526100782901,0.0186145977860823,0.0018696092166355,0.000360291205560552
2033.4672917,50.2,35,0,0.951528916373359,0.0212060473567683,0.00192127890699128,0.000371705442675468
2043.4674507,49.71,35,0,0.972213049383149,0.0121948407143687,0.000715995624341033,0.000143239071157776
2053.4928529,48.24,35,0,0.969568866668769,0.013362294514761,0.000291430808063036,6.06279395650367e-05
2063.4949991,47.26,35,0,0.973756773052222,0.0115040635046299,0.000177898275291128,3.84108937640932e-05
2073.516565,46.29,35,0,0.975430757061258,0.0107612940367296,0.000131064176137516,2.93311960566862e-05
2083.5170331,44.82,35,0,0.973804103954574,0.0114830621396437,0.000105625396651509,2.44697248989196e-05
2093.5425925,43.84,35,0,0.974588021150857,0.0111352274198268,9.01099332249183e-05,2.15680969960483e-05
2103.5428194,42.86,35,0,0.975055373912194,0.0109278566444869,7.95190747486205e-05,1.96424124609092e-05
2113.5429983,41.89,35,0,0.975360816419264,0.0107923276506463,7.18930277195737e-05,1.8307089475388e-05
2123.5431562,39.93,35,0,0.972788113835332,0.0119338707711408,6.61903407186359e-05,1.73573620983166e-05
2133.566761,38.95,35,0,0.973052454514782,0.0118165792171239,6.21193956013729e-05,1.67361044164253e-05
2143.5925089,38.47,35,0,0.974359738131151,0.0112365196998979,5.89233075809285e-05,1.62946000181342e-05
2153.5927776,38.47,35,0,0.976494861939853,0.0102891362322361,5.62673205269315e-05,1.59672544399792e-05
2163.598872,37.98,35,0,0.97735434152092,0.00990777345478166,5.39334937221502e-05,1.57114850802894e-05
2173.6168988,36.51,35,2,0.976150492414401,0.0104419376734684,5.19691629077169e-05,1.55369510138943e-05
2183.6425187,36.51,35,2,0.977755650684795,0.00972970712170686,5.04910937009996e-05,1.54669949387804e-05
2193.6430268,35.53,35,6,0.977454438925838,0.00986335887507948,4.91491439961342e-05,1.54330486765262e-05
2203.6432076,34.56,35,13,0.97716575982426,0.00999144971795233,4.80890243101626e-05,1.54641837350235e-05
2213.6673293,35.04,35,17,0.97915950703865,0.00912156298936311,4.74005782691066e-05,1.55960347824419e-05
2223.6930201,35.04,35,19,0.980294733048716,0.00862613056265594,4.66870236961776e-05,1.57338023879049e-05
2233.7170929,34.07,35,25,0.979798583072074,0.00883389341896678,4.62744793039834e-05,1.59759268639323e-05
2243.7172746,34.07,35,29,0.980550211899841,0.00854934857855496,4.64161887909082e-05,1.63855717290431e-05
2253.7424594,34.56,35,31,0.98179354081837,0.00811311820289017,4.67719510344657e-05,1.68740210951966e-05
2263.747008,34.56,35,33,0.982374089517389,0.00791736435589959,4.71741957347459e-05,1.74012653621969e-05
2273.7496004,34.07,35,36,0.98228710988466,0.00794184440700275,4.78826696832463e-05,1.80267396298244e-05
2283.7666914,34.07,35,39,0.98266225995034,0.00785572571325577,4.88384697747664e-05,1.87230853375781e-05
2293.7674462,35.04,35,41,0.983943638784019,0.0075976434123913,4.99006803419152e-05,1.94637543794402e-05
2303.7678078,34.56,35,44,0.983777895675376,0.00762822412883866,5.0979242990171e-05,2.02406798900455e-05
2313.7807967,34.56,35,47,0.984035490866915,0.00759647113884231,5.22696435681115e-05,2.10713731585764e-05
2323.7983998,35.04,35,48,0.984650563582266,0.00756083808314356,5.37287344498465e-05,2.19469345370645e-05
2333.8177069,35.53,35,47,0.985239098514276,0.0075483978146797,5.52758895359775e-05,2.28610811604117e-05
2343.8426928,34.56,35,50,0.984637306954724,0.00751858885262869,5.69622322894242e-05,2.38121127887048e-05
2353.8438141,35.04,35,51,0.985058686366878,0.00760995332000848,5.89128820266354e-05,2.4784408613022e-05
2363.8669122,36.02,35,48,0.98579417398977,0.00778189284085524,6.09372144021724e-05,2.57935719580027e-05
2373.8692505,36.51,35,41,0.986267049982007,0.00784276511372446,6.29054985304206e-05,2.68588460434594e-05
2383.8924319,35.53,35,40,0.985673038552724,0.0077020544164656,6.50453097740286e-05,2.79509601094403e-05
2393.8931809,36.02,35,36,0.986030246216828,0.00783814786234347,6.7396724232875e-05,2.9063500742891e-05
2403.8934927,36.02,35,32,0.986123475856077,0.00785350006699343,6.96477135434788e-05,3.02593704272799e-05
2413.9167688,35.04,35,32,0.985320468874385,0.00792699596808089,7.15141413831974e-05,3.15115026587949e-05
2423.9169922,35.53,35,30,0.985993074423794,0.00786767857740652,7.35056997536711e-05,3.28167961740207e-05
2433.9174646,35.04,35,29,0.985667238313038,0.00793347461408157,7.51220201429389e-05,3.41251840636424e-05
2443.9441235,36.02,35,28,0.987286129334828,0.00749499438144248,7.6452589267938e-05,3.54150526410925e-05
2453.9676951,35.04,35,30,0.986222174106467,0.00779950505723563,7.7611967319773e-05,3.67247099911586e-05
2463.9924689,35.53,35,30,0.987266020526582,0.00748047608375471,7.87737320641621e-05,3.80613572627785e-05
2474.0166537,35.04,35,31,0.986884769212706,0.00760579836712773,7.97208223387869e-05,3.93949290429372e-05
2484.0169751,36.02,35,29,0.988733635053296,0.00698016182337302,8.06794643553086e-05,4.07657967712093e-05
2494.0171689,35.53,35,29,0.98829534659994,0.00711960329359528,8.17207777561599e-05,4.22295090822697e-05
2504.0306971,35.53,35,28,0.988589784305108,0.00702814824784547,8.29229700313804e-05,4.37765462514965e-05
2514.0427325,35.04,35,30,0.988163385194508,0.00715199562662939,8.43135384500206e-05,4.5426401324641e-05
2524.0505898,34.56,35,32,0.987761480799815,0.00728186347287524,8.55683268124976e-05,4.70833729686239e-05
2534.0666921,35.04,35,33,0.988756339314703,0.00696869510123515,8.69870494238055e-05,4.8832469545212e-05
2544.0676826,35.04,35,33,0.989061678513802,0.00686369582215771,8.8158044670175e-05,5.05770292734562e-05
2554.0929782,35.04,35,34,0.989315075543465,0.00678776384612711,8.97113522105292e-05,5.24940476308976e-05
2564.0994574,35.04,35,34,0.989522565989507,0.00673675416964681,9.16421398755908e-05,5.45720772381178e-05
2574.1094915,34.07,35,38,0.988477160803458,0.00696055779002078,9.37966156861993e-05,5.67696524691262e-05
2584.1168253,35.04,35,38,0.98981860613424,0.00671888389216707,9.62544210564557e-05,5.90879788866146e-05
2594.1409204,34.56,35,39,0.989389610408856,0.00679515336841999,9.87224884122645e-05,6.15012217665466e-05
2604.1410729,34.07,35,42,0.988971753301269,0.00686117746778357,0.000101395713140161,6.40278162988872e-05
2614.1428634,34.07,35,45,0.989070889772753,0.00687313909900765,0.000104851879968872,6.6684451590981e-05
2624.1436432,34.07,35,47,0.989167367372342,0.00688477991545386,0.000108441501018591,6.94516263892877e-05
2634.1667685,35.04,35,46,0.990022035901644,0.00707238580752647,0.000112300099924228,7.23136528882787e-05
2644.1670125,34.56,35,47,0.989732918547655,0.00693653293373945,0.000116504098165618,7.52218060017457e-05
2654.192916,35.04,35,46,0.989930244485525,0.00724119537223997,0.000121210085536555,7.80024113391101e-05
2664.1932606,35.04,35,45,0.989933568284946,0.00724991011175353,0.000126186791601488,8.07457660091216e-05
2674.1934119,35.04,35,45,0.9899403742933,0.00726174785061886,0.000131314019851166,8.37152201430889e-05
